"V1","V2","V3"
0.490191023853434,0.443892397077832,0.587741449171471
0.430417330393577,0.527135231336386,0.478246965507384
0.538326474552948,0.483071309450148,0.429637150212587
0.582114035597345,0.430085082455456,0.5038553345104
0.608923013859216,0.431060731319976,0.493638900903642
0.456339521762449,0.578962262132165,0.446728197581701
0.461611928870927,0.556077287660315,0.443617551300304
0.604106424126712,0.431109051067461,0.49995254991109
0.591927110085017,0.448815363584702,0.473674320040187
0.449658822902727,0.506650901135058,0.467875829164126
0.545917587490875,0.457393267143433,0.487509323424249
0.456295448258705,0.577823889371627,0.447184917575266
0.464294684649322,0.465876146657045,0.542031024996389
0.441887271375322,0.543640683802618,0.447549562640807
0.571285176297706,0.445510329673249,0.483943876389647
0.448219950618074,0.533321958959312,0.450846232864767
0.435287749454745,0.512318908967174,0.486708206031418
0.438534272689481,0.564645911407173,0.475294358155805
0.536832961532907,0.470341029182906,0.43612424560724
0.498926677602368,0.525594319285461,0.440585815004595
0.588890557735867,0.437567356130101,0.477568014450858
0.44367401875355,0.521386677564303,0.48050688295621
0.482156399531947,0.504168938177264,0.477801188784555
0.578555295205592,0.440522527655488,0.486244529633187
0.541594513872448,0.468548886957696,0.495890487735631
0.438534272689481,0.564645911407173,0.475294358155805
0.554285131675956,0.442293485991036,0.503084096180985
0.523443065792356,0.489518240077607,0.45806452130392
0.478432033272132,0.447036049223622,0.558819278199944
0.492973654314193,0.45066139610154,0.545199439244888
0.456635071002158,0.475101281661743,0.567216508274168
0.558505573174299,0.447346352844971,0.496370369148032
0.566391982906258,0.437137292863176,0.530373055131159
0.455853811881839,0.45904884541601,0.577973522716828
0.520891269991955,0.49366590032923,0.456571148702492
0.559592710754722,0.433793272358145,0.53300954204182
0.431946625375468,0.515559409866494,0.481184378974452
0.477702199860101,0.536971348041394,0.446108687102118
0.582264388101911,0.440450697597652,0.486244919867758
0.512296346380669,0.494943811410489,0.459831993992561
0.460940027760236,0.467856324393506,0.553058409759159
0.502858964849564,0.500185752522625,0.471664525414313
0.452771487621309,0.481435967549421,0.518434482181572
0.532109986008522,0.473340372437236,0.432410601085632
0.530358092981945,0.476733862981322,0.437762189817803
0.438634123086093,0.547389262543223,0.453220171386692
0.5265141137662,0.478744947342468,0.448901128215352
0.471026590906527,0.539022533383025,0.441245771423857
0.45897717618488,0.472808303672071,0.557330874190576
0.474478769295991,0.462382211287225,0.52389316398741
0.512867450360667,0.486784251551909,0.465749177036518
0.471285919302971,0.471780023894589,0.528036044898562
0.468862253658823,0.498255818103969,0.511965433415751
0.48736470843817,0.479245620776974,0.504909406215042
0.516917176360387,0.485627524536558,0.464195018965111
0.496837525332518,0.444760196048417,0.57725635068942
0.469301548263587,0.472566469565729,0.537984872492346
0.473322796731332,0.46227403207597,0.524938155584362
0.470394741707556,0.516849623415845,0.454006319383058
0.438634123086093,0.547389262543223,0.453220171386692
0.501045059700729,0.442263464458731,0.573778700376365
0.50295666037581,0.446235145089088,0.570440996696422
0.491433729173847,0.444025816641147,0.583481639190302
0.50757925997531,0.490452492963795,0.475025689949005
0.493155159821637,0.513426460626846,0.451850749086571
0.470125196967794,0.519813055113845,0.449816367603262
0.494947736591257,0.528747116019001,0.442278469571724
0.46847001741639,0.498693976743053,0.509637842769965
0.457655997700521,0.4673282423957,0.574319725113787
0.506264319707523,0.484444909407374,0.479848163308295
0.529809397653121,0.45979821171739,0.516192031150549
0.56842122575032,0.44198336114715,0.487172154756578
0.515315213117585,0.451519463922775,0.535121037084052
0.490191023853434,0.443892397077832,0.587741449171471
0.46112829626179,0.471141520102404,0.549585653961289
0.513886267359424,0.489602776377789,0.462692075285903
0.510140511445622,0.478223845751067,0.470667577958736
0.495262060727638,0.470705434097061,0.514384985802203
0.509529283341867,0.453478853290816,0.531874516697436
0.518852273744284,0.446540277780744,0.522853643589948
0.55014901994548,0.45487213563628,0.482874015707825
0.452771487621309,0.481435967549421,0.518434482181572
0.562854656286515,0.443195925302055,0.500227517170399
0.514717566942835,0.474601232597215,0.506237270610209
0.504832256945468,0.499251708447807,0.478456031271133
0.538880264766333,0.451590697357988,0.503648892668833
0.486068799163129,0.492899782508479,0.480481773987879
0.55014901994548,0.45487213563628,0.482874015707825
0.563389462235689,0.456215362117822,0.477458060563402
0.491433729173847,0.444025816641147,0.583481639190302
0.580015580644673,0.432522229744491,0.500897249398834
0.503255936211115,0.442126943558327,0.567318211173521
